Series Name,"Series Code","Country Name","Country Code","2018 [YR2018]"
Population density (people per sq. km of land area),"EN.POP.DNST","Singapore","SGP","7952.9984184018"
Population density (people per sq. km of land area),"EN.POP.DNST","Sint Maarten (Dutch part)","SXM","NA"
Population density (people per sq. km of land area),"EN.POP.DNST","Slovak Republic","SVK","113.290578202995"
Population density (people per sq. km of land area),"EN.POP.DNST","Slovenia","SVN","102.639859503382"
Population density (people per sq. km of land area),"EN.POP.DNST","Solomon Islands","SLB","23.324687388353"
Population density (people per sq. km of land area),"EN.POP.DNST","Somalia","SOM","23.9234769024771"
Population density (people per sq. km of land area),"EN.POP.DNST","South Africa","ZAF","47.6301197767684"
Population density (people per sq. km of land area),"EN.POP.DNST","South Sudan","SSD","NA"
Population density (people per sq. km of land area),"EN.POP.DNST","Spain","ESP","93.5290582615872"
Population density (people per sq. km of land area),"EN.POP.DNST","Sri Lanka","LKA","345.558922022006"
Population density (people per sq. km of land area),"EN.POP.DNST","St. Kitts and Nevis","KNA","201.696153846154"
Population density (people per sq. km of land area),"EN.POP.DNST","St. Lucia","LCA","298.17868852459"
Population density (people per sq. km of land area),"EN.POP.DNST","St. Martin (French part)","MAF","NA"
Population density (people per sq. km of land area),"EN.POP.DNST","St. Vincent and the Grenadines","VCT","282.589743589744"
Population density (people per sq. km of land area),"EN.POP.DNST","Sudan","SDN","NA"
Population density (people per sq. km of land area),"EN.POP.DNST","Suriname","SUR","3.69225"
Population density (people per sq. km of land area),"EN.POP.DNST","Sweden","SWE","25.0010434312931"
Population density (people per sq. km of land area),"EN.POP.DNST","Switzerland","CHE","215.521378417094"
Population density (people per sq. km of land area),"EN.POP.DNST","Syrian Arab Republic","SYR","92.0671077710614"
Population density (people per sq. km of land area),"EN.POP.DNST","Tajikistan","TJK","65.5727141724908"
Population density (people per sq. km of land area),"EN.POP.DNST","Tanzania","TZA","63.5790787988259"
Population density (people per sq. km of land area),"EN.POP.DNST","Thailand","THA","135.897206835131"
Population density (people per sq. km of land area),"EN.POP.DNST","Timor-Leste","TLS","85.270477471419"
Population density (people per sq. km of land area),"EN.POP.DNST","Togo","TGO","145.046773303916"
Population density (people per sq. km of land area),"EN.POP.DNST","Tonga","TON","143.329166666667"
Population density (people per sq. km of land area),"EN.POP.DNST","Trinidad and Tobago","TTO","270.927485380117"
Population density (people per sq. km of land area),"EN.POP.DNST","Tunisia","TUN","74.4413233779609"
Population density (people per sq. km of land area),"EN.POP.DNST","Turkey","TUR","106.960128893104"
Population density (people per sq. km of land area),"EN.POP.DNST","Turkmenistan","TKM","12.4505947694337"
Population density (people per sq. km of land area),"EN.POP.DNST","Turks and Caicos Islands","TCA","39.6473684210526"
Population density (people per sq. km of land area),"EN.POP.DNST","Tuvalu","TUV","383.6"
Population density (people per sq. km of land area),"EN.POP.DNST","Uganda","UGA","213.061734490325"
Population density (people per sq. km of land area),"EN.POP.DNST","Ukraine","UKR","77.0296673514129"
Population density (people per sq. km of land area),"EN.POP.DNST","United Arab Emirates","ARE","135.609110109828"
Population density (people per sq. km of land area),"EN.POP.DNST","United Kingdom","GBR","274.82739222089"
Population density (people per sq. km of land area),"EN.POP.DNST","United States","USA","35.766088580168"
Population density (people per sq. km of land area),"EN.POP.DNST","Uruguay","URY","19.7080276539824"
Population density (people per sq. km of land area),"EN.POP.DNST","Uzbekistan","UZB","77.4692054536906"
Population density (people per sq. km of land area),"EN.POP.DNST","Vanuatu","VUT","24.0098441345365"
Population density (people per sq. km of land area),"EN.POP.DNST","Venezuela, RB","VEN","32.7307919052208"
Population density (people per sq. km of land area),"EN.POP.DNST","Vietnam","VNM","308.125245912213"
Population density (people per sq. km of land area),"EN.POP.DNST","Virgin Islands (U.S.)","VIR","305.648571428571"
Population density (people per sq. km of land area),"EN.POP.DNST","West Bank and Gaza","PSE","758.984551495017"
Population density (people per sq. km of land area),"EN.POP.DNST","Yemen, Rep.","YEM","53.9778529083092"
Population density (people per sq. km of land area),"EN.POP.DNST","Zambia","ZMB","23.3414789007116"
Population density (people per sq. km of land area),"EN.POP.DNST","Zimbabwe","ZWE","37.3245909267158"
Population density (people per sq. km of land area),"EN.POP.DNST","Arab World","ARB","37.3723653654038"
Population density (people per sq. km of land area),"EN.POP.DNST","Caribbean small states","CSS","18.1770161788317"
Population density (people per sq. km of land area),"EN.POP.DNST","Central Europe and the Baltics","CEB","92.7664366303472"
Population density (people per sq. km of land area),"EN.POP.DNST","Early-demographic dividend","EAR","98.13836364042"
Population density (people per sq. km of land area),"EN.POP.DNST","East Asia & Pacific","EAS","95.4316055341949"
Population density (people per sq. km of land area),"EN.POP.DNST","East Asia & Pacific (excluding high income)","EAP","130.810431457567"
Population density (people per sq. km of land area),"EN.POP.DNST","East Asia & Pacific (IDA & IBRD countries)","TEA","130.185452991291"
Population density (people per sq. km of land area),"EN.POP.DNST","Euro area","EMU","127.582277673283"
Population density (people per sq. km of land area),"EN.POP.DNST","Europe & Central Asia","ECS","33.4968853034031"
Population density (people per sq. km of land area),"EN.POP.DNST","Europe & Central Asia (excluding high income)","ECA","18.4773754089394"
Population density (people per sq. km of land area),"EN.POP.DNST","Europe & Central Asia (IDA & IBRD countries)","TEC","20.0172566615243"
Population density (people per sq. km of land area),"EN.POP.DNST","European Union","EUU","105.406603575888"
Population density (people per sq. km of land area),"EN.POP.DNST","Fragile and conflict affected situations","FCS","39.8693125353373"
Population density (people per sq. km of land area),"EN.POP.DNST","Heavily indebted poor countries (HIPC)","HPC","44.8957816454125"
Population density (people per sq. km of land area),"EN.POP.DNST","High income","HIC","34.4377658355898"
Population density (people per sq. km of land area),"EN.POP.DNST","IBRD only","IBD","68.7859051970979"
Population density (people per sq. km of land area),"EN.POP.DNST","IDA & IBRD total","IBT","68.7084518843392"
Population density (people per sq. km of land area),"EN.POP.DNST","IDA blend","IDB","93.3256218287322"
Population density (people per sq. km of land area),"EN.POP.DNST","IDA only","IDX","60.2621873819374"
Population density (people per sq. km of land area),"EN.POP.DNST","IDA total","IDA","68.4840897212872"
Population density (people per sq. km of land area),"EN.POP.DNST","Late-demographic dividend","LTE","51.408720555305"
Population density (people per sq. km of land area),"EN.POP.DNST","Latin America & Caribbean","LCN","32.0057333680836"
Population density (people per sq. km of land area),"EN.POP.DNST","Latin America & Caribbean (excluding high income)","LAC","32.0214614597141"
Population density (people per sq. km of land area),"EN.POP.DNST","Latin America & the Caribbean (IDA & IBRD countries)","TLA","31.4141444422749"
Population density (people per sq. km of land area),"EN.POP.DNST","Least developed countries: UN classification","LDC","56.8413289019083"
Population density (people per sq. km of land area),"EN.POP.DNST","Low & middle income","LMY","69.2415960633107"
Population density (people per sq. km of land area),"EN.POP.DNST","Low income","LIC","51.673738313444"
Population density (people per sq. km of land area),"EN.POP.DNST","Lower middle income","LMC","150.081518176415"
Population density (people per sq. km of land area),"EN.POP.DNST","Middle East & North Africa","MEA","39.997702909805"
Population density (people per sq. km of land area),"EN.POP.DNST","Middle East & North Africa (excluding high income)","MNA","44.3111694561864"
Population density (people per sq. km of land area),"EN.POP.DNST","Middle East & North Africa (IDA & IBRD countries)","TMN","43.8129297485221"
Population density (people per sq. km of land area),"EN.POP.DNST","Middle income","MIC","72.294869980189"
Population density (people per sq. km of land area),"EN.POP.DNST","North America","NAC","19.9709762368072"
Population density (people per sq. km of land area),"EN.POP.DNST","Not classified","INX","NA"
Population density (people per sq. km of land area),"EN.POP.DNST","OECD members","OED","37.8092345649061"
Population density (people per sq. km of land area),"EN.POP.DNST","Other small states","OSS","15.1386164116647"
Population density (people per sq. km of land area),"EN.POP.DNST","Pacific island small states","PSS","38.2767445482866"
Population density (people per sq. km of land area),"EN.POP.DNST","Post-demographic dividend","PST","35.2674889372306"
Population density (people per sq. km of land area),"EN.POP.DNST","Pre-demographic dividend","PRE","51.6874400219725"
Population density (people per sq. km of land area),"EN.POP.DNST","Small states","SST","16.2244628233256"
Population density (people per sq. km of land area),"EN.POP.DNST","South Asia","SAS","380.247133746081"
Population density (people per sq. km of land area),"EN.POP.DNST","South Asia (IDA & IBRD)","TSA","380.247133746081"
Population density (people per sq. km of land area),"EN.POP.DNST","Sub-Saharan Africa","SSF","50.7620843086558"
Population density (people per sq. km of land area),"EN.POP.DNST","Sub-Saharan Africa (excluding high income)","SSA","50.7586283354254"
Population density (people per sq. km of land area),"EN.POP.DNST","Sub-Saharan Africa (IDA & IBRD countries)","TSS","50.7620843086558"
Population density (people per sq. km of land area),"EN.POP.DNST","Upper middle income","UMC","45.4691766291018"
Population density (people per sq. km of land area),"EN.POP.DNST","World","WLD","59.6362362611782"
,"","","",""
,"","","",""
,"","","",""
Data from database: World Development Indicators,"","","",""
Last Updated: 04/09/2020,"","","",""
